plant_name,plant_code,region,state,fuel_types,primary_technology
USS Hubers Solar LLC CSG,63744,Midwest,MN,SUN,Solar Photovoltaic
USS Itasca Clean Energy Solar LLC,65441,Midwest,MN,"MWH, SUN",Multiple
USS JJ Clay Solar LLC CSG,63156,Midwest,MN,SUN,Solar Photovoltaic
USS JJ Solar CSG,62047,Midwest,MN,SUN,Solar Photovoltaic
USS KVPV Solar LLC CSG,63169,Midwest,MN,SUN,Solar Photovoltaic
USS Kasch Solar CSG,61999,Midwest,MN,SUN,Solar Photovoltaic
USS Kass Solar LLC,63170,Midwest,MN,SUN,Solar Photovoltaic
USS King 2 CSG,62358,Midwest,MN,SUN,Solar Photovoltaic
USS Kost Trail Solar CSG,62339,Midwest,MN,SUN,Solar Photovoltaic
USS Lake Patterson Solar CSG,62337,Midwest,MN,SUN,Solar Photovoltaic
USS Mayhew Solar LLC CSG,63144,Midwest,MN,SUN,Solar Photovoltaic
USS Midtown Solar LLC CSG,63146,Midwest,MN,SUN,Solar Photovoltaic
USS Milkweed Solar LLC CSG,63142,Midwest,MN,SUN,Solar Photovoltaic
USS Monarch Solar LLC CSG,63147,Midwest,MN,SUN,Solar Photovoltaic
USS Nillie Corn Solar CSG,62046,Midwest,MN,SUN,Solar Photovoltaic
USS Norelius Solar CSG,62045,Midwest,MN,SUN,Solar Photovoltaic
USS Peach Solar LLC,65276,Midwest,MN,SUN,Solar Photovoltaic
USS Pheasant Solar LLC CSG,63168,Midwest,MN,SUN,Solar Photovoltaic
USS Prokosch Solar LLC	,64988,Midwest,MN,SUN,Solar Photovoltaic
USS Quail Solar LLC,64870,Midwest,MN,SUN,Solar Photovoltaic
USS Reindeer Solar LLC CSG,63165,Midwest,MN,SUN,Solar Photovoltaic
USS Rockpoint Solar CSG,62000,Midwest,MN,SUN,Solar Photovoltaic
USS Rosebud Solar LLC,64989,Midwest,MN,SUN,Solar Photovoltaic
USS Solar Dawn CSG,62044,Midwest,MN,SUN,Solar Photovoltaic
USS Solar Rapids CSG,62042,Midwest,MN,SUN,Solar Photovoltaic
USS Solar Sources LLC CSG,63151,Midwest,MN,SUN,Solar Photovoltaic
USS Solar Way LLC CSG,63743,Midwest,MN,SUN,Solar Photovoltaic
USS Steamboat Solar LLC CSG,63221,Midwest,MN,SUN,Solar Photovoltaic
USS Sunrise Solar LLC CSG,63141,Midwest,MN,SUN,Solar Photovoltaic
USS Turkey Solar LLC CSG,63148,Midwest,MN,SUN,Solar Photovoltaic
USS Verbena Solar LLC,65444,Midwest,MN,SUN,Solar Photovoltaic
USS Verde Solar LLC CSG,63157,Midwest,MN,SUN,Solar Photovoltaic
USS Viceroy Solar LLC CSG,63742,Midwest,MN,SUN,Solar Photovoltaic
USS Water City Solar LLC CSG,63220,Midwest,MN,SUN,Solar Photovoltaic
USS Water Fowl Solar LLC CSG,63219,Midwest,MN,SUN,Solar Photovoltaic
USS Water Town Solar LLC CSG,63218,Midwest,MN,SUN,Solar Photovoltaic
USS Webster Solar CSG,62336,Midwest,MN,SUN,Solar Photovoltaic
USS Westeros Solar LLC CSG,63140,Midwest,MN,SUN,Solar Photovoltaic
USS White Cloud LLC CSG,63139,Midwest,MN,SUN,Solar Photovoltaic
USS Wildcat Solar LLC,64866,Midwest,MN,SUN,Solar Photovoltaic
Uilk Wind LLC,57351,Midwest,MN,WND,Onshore Wind Turbine
Union Garden,63939,Midwest,MN,SUN,Solar Photovoltaic
Univ Minnesota CHP Plant,59197,Midwest,MN,NG,Natural Gas Fired Combustion Turbine
Ursa Community Solar,60712,Midwest,MN,SUN,Solar Photovoltaic
Valley View Transmission LLC,57434,Midwest,MN,WND,Onshore Wind Turbine
Vega Community Solar,60944,Midwest,MN,SUN,Solar Photovoltaic
Vermillion River_MN_GRE DEA-GM,63406,Midwest,MN,SUN,Solar Photovoltaic
Veseli Community Solar Garden,61570,Midwest,MN,SUN,Solar Photovoltaic
Virginia,2018,Midwest,MN,NG,Natural Gas Steam Turbine
WCROC Wind Farm,57823,Midwest,MN,WND,Onshore Wind Turbine
Wabasha Holdco Solar CSG,60838,Midwest,MN,SUN,Solar Photovoltaic
Wabasha Solar,62800,Midwest,MN,SUN,Solar Photovoltaic
WakeSun LLC,60694,Midwest,MN,SUN,Solar Photovoltaic
Walcott Solar CSG,62707,Midwest,MN,SUN,Solar Photovoltaic
Walleye Wind,65764,Midwest,MN,WND,Onshore Wind Turbine
Wapsipinicon Wind Project,56876,Midwest,MN,WND,Onshore Wind Turbine
Warsaw Solar CSG,62709,Midwest,MN,SUN,Solar Photovoltaic
Waseca Solar,60532,Midwest,MN,SUN,Solar Photovoltaic
WasecaSun,61142,Midwest,MN,SUN,Solar Photovoltaic
Water Reclamation Plant,58617,Midwest,MN,OBG,Other Waste Biomass
Waterford Holdco CSG,61452,Midwest,MN,SUN,Solar Photovoltaic
Waterville CSG Solar Holdings LLC,61627,Midwest,MN,SUN,Solar Photovoltaic
WaveSun Community Solar,61587,Midwest,MN,SUN,Solar Photovoltaic
Webster Holdco Solar CSG,60830,Midwest,MN,SUN,Solar Photovoltaic
Welcome Wind Turbine,57248,Midwest,MN,WND,Onshore Wind Turbine
Wells IC,2020,Midwest,MN,NG,Natural Gas Internal Combustion Engine
West Faribault Solar,60533,Midwest,MN,SUN,Solar Photovoltaic
West Group Data Center,54294,Midwest,MN,DFO,Petroleum Liquids
West Group Data Center F,56247,Midwest,MN,DFO,Petroleum Liquids
West Waconia Solar,60534,Midwest,MN,SUN,Solar Photovoltaic
Westbrook,2021,Midwest,MN,DFO,Petroleum Liquids
"Westport Community Solar, LLC",63307,Midwest,MN,SUN,Solar Photovoltaic
Westridge Windfarm LLC,56203,Midwest,MN,WND,Onshore Wind Turbine
Westside Energy Station,60564,Midwest,MN,NG,Natural Gas Internal Combustion Engine
Willmar,2022,Midwest,MN,WND,Onshore Wind Turbine
Willmar Municipal East Substation,57034,Midwest,MN,DFO,Petroleum Liquids
Willmar Municipal SW Substation,57035,Midwest,MN,DFO,Petroleum Liquids
Wilmarth,1934,Midwest,MN,MSW,Municipal Solid Waste
Windcurrent Farms LLC,56205,Midwest,MN,WND,Onshore Wind Turbine
Windom,2023,Midwest,MN,DFO,Petroleum Liquids
Windom Wind Project,56544,Midwest,MN,WND,Onshore Wind Turbine
Winegar CSG,62193,Midwest,MN,SUN,Solar Photovoltaic
Winona Community Solar One LLC,63532,Midwest,MN,SUN,Solar Photovoltaic
Winona County Wind LLC,57547,Midwest,MN,WND,Onshore Wind Turbine
Winona Solar,62799,Midwest,MN,SUN,Solar Photovoltaic
Winters Spawn LLC,55567,Midwest,MN,WND,Onshore Wind Turbine
Winton,1902,Midwest,MN,WAT,Conventional Hydroelectric
Wolf Wind Enterprises LLC,56589,Midwest,MN,WND,Onshore Wind Turbine
Wollan Garden Solar,63454,Midwest,MN,SUN,Solar Photovoltaic
Woodbury Solar,63231,Midwest,MN,SUN,Solar Photovoltaic
Woodstock Windfarm,55342,Midwest,MN,WND,Onshore Wind Turbine
Worthington,2024,Midwest,MN,"DFO, WND",Multiple
Wright Cuddyer CSG,61494,Midwest,MN,SUN,Solar Photovoltaic
Wright Kirby 1-5 CSG,62365,Midwest,MN,SUN,Solar Photovoltaic
"WrightSun CSG, LLC",61547,Midwest,MN,SUN,Solar Photovoltaic
"Wyoming 2 CSG, LLC",61486,Midwest,MN,SUN,Solar Photovoltaic
Zumbro Community Solar Garden,61574,Midwest,MN,SUN,Solar Photovoltaic
Zumbro Solar Garden,63426,Midwest,MN,SUN,Solar Photovoltaic
500 Virginia Solar,57640,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Alicia Dock,8865,Mid-Atlantic,PA,--,--
Allegheny Energy Units 3 4 & 5,55710,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Allegheny Hydro No 8,50897,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Allegheny Hydro No 9,50898,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Allegheny No 6 Hydro Station,50894,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Allegheny No. 5 Hydro Station,50893,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Allegheny Ridge Wind Farm,56451,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Allenwood,57581,Mid-Atlantic,PA,LFG,Landfill Gas
Alpaca,58813,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Aqua Ingrams Mill,57280,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Archbald Power Station,50279,Mid-Atlantic,PA,"LFG, NG",Multiple
Armenia Mountain Wind Farm,57044,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Armstrong,55347,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Beaver Dam,58811,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Beaver Solar LLC,59546,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Beaver Valley,6040,Mid-Atlantic,PA,NUC,Nuclear
Beaver Valley Patterson Dam,10546,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Bethlehem Power Plant,55690,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Big Level Wind,60551,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Birdsboro Power,61035,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Blossburg,3120,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Blue Ridge Landfill,57466,Mid-Atlantic,PA,LFG,Landfill Gas
Broad Mountain,56911,Mid-Atlantic,PA,LFG,Landfill Gas
Brunner Island,3140,Mid-Atlantic,PA,BIT,Conventional Steam Coal
Brunot Island,3096,Mid-Atlantic,PA,"DFO, NG",Multiple
Bucknell University,54333,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
CASD Solar,57668,Mid-Atlantic,PA,SUN,Solar Photovoltaic
CPV Fairview Energy Center,60589,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Cambria Wind LLC,57139,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Casselman Wind Power Project,56369,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Chambersburg,55654,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Chester Generating Station,3157,Mid-Atlantic,PA,DFO,Petroleum Liquids
Chester Operations,50410,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Chestnut Flats Wind Farm,57268,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Cheswick Power Plant,8226,Mid-Atlantic,PA,--,--
Clairton Works,50729,Mid-Atlantic,PA,OG,Other Gases
Colona - Terminal,8866,Mid-Atlantic,PA,--,--
Colver Green Energy,10143,Mid-Atlantic,PA,WC,Conventional Steam Coal
Conemaugh,3118,Mid-Atlantic,PA,"DFO, RC",Multiple
Conemaugh Fuels LLC -Terminal,8846,Mid-Atlantic,PA,--,--
Conemaugh Hydro Plant,52173,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Covanta Delaware Valley,10746,Mid-Atlantic,PA,MSW,Municipal Solid Waste
Covanta Plymouth Renewable Energy,54625,Mid-Atlantic,PA,MSW,Municipal Solid Waste
Crayola Solar Project,57216,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Croydon CT Generating Station,8012,Mid-Atlantic,PA,DFO,Petroleum Liquids
Cumberland County PA LFG Recovery,56887,Mid-Atlantic,PA,LFG,Landfill Gas
Dart Container Corp,58476,Mid-Atlantic,PA,LFG,Landfill Gas
Delaware Generating Station,3160,Mid-Atlantic,PA,DFO,Petroleum Liquids
Dickinson Solar,62946,Mid-Atlantic,PA,SUN,Solar Photovoltaic
ECP Uptown Campus,63485,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
East Campus Steam Plant,58195,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Ebensburg Power,10603,Mid-Atlantic,PA,WC,Conventional Steam Coal
Eddystone Generating Station,3161,Mid-Atlantic,PA,"DFO, NG",Multiple
Elizabethtown Solar,60985,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Elk Hill Solar 1,63773,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Elk Hill Solar 2,63768,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Fairless Energy Center,55298,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Falling Spring,7397,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Falls,3162,Mid-Atlantic,PA,DFO,Petroleum Liquids
Fayette Energy Facility,55516,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Fort Indiantown Gap,62408,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Forward Windpower LLC,56699,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Foster Wheeler Mt Carmel Cogen,10343,Mid-Atlantic,PA,WC,Conventional Steam Coal
Frey Farm Landfill,56510,Mid-Atlantic,PA,LFG,Landfill Gas
GLRA Landfill,56512,Mid-Atlantic,PA,LFG,Landfill Gas
GSK York RDC Solar Facility,57390,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Gans,55377,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
General Electric Diesel Engine Plant,10058,Mid-Atlantic,PA,DFO,Petroleum Liquids
Gettysburg Energy & Nutrient Rec Facility,58565,Mid-Atlantic,PA,OBS,Other Waste Biomass
Glades Pike Generation Plant,59759,Mid-Atlantic,PA,LFG,Landfill Gas
Grays Ferry Cogeneration,54785,Mid-Atlantic,PA,NG,Multiple
Green Knight Energy Center,55765,Mid-Atlantic,PA,LFG,Landfill Gas
"Green Mountain Storage, LLC",55370,Mid-Atlantic,PA,MWH,Batteries
Hamilton (PA),3109,Mid-Atlantic,PA,DFO,Petroleum Liquids
Hamilton Liberty,58420,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Hamilton Patriot Generation Plant,58426,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Handsome Lake Energy LLC,55233,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Harrisburg Facility,10118,Mid-Atlantic,PA,MSW,Municipal Solid Waste
Hazelton,10870,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Hazle Spindle,57716,Mid-Atlantic,PA,MWH,Flywheels
Hickory Run Energy Station,61028,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Highland North Wind Farm,57991,Mid-Atlantic,PA,WND,Onshore Wind Turbine
"Hill Top Energy Center, LLC",62565,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Holtwood,3145,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Homer City Generating Station,3122,Mid-Atlantic,PA,BIT,Conventional Steam Coal
Hummel Station LLC,60368,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
"Hunker Solar River, LLC",63691,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Hunlock Power Station,3176,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Hunlock Unit 4,56397,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Hunterstown,3110,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Hunterstown Power Plant,55976,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
IKEA Conshohocken Rooftop PV System,61819,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Indiana University of Pennsylvania,10129,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Ironwood LLC,55337,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Jefferson Torresdale Hospital,63023,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
John B Rich Memorial Power Station,10113,Mid-Atlantic,PA,WC,Conventional Steam Coal
Johnsonburg Mill,54638,Mid-Atlantic,PA,BLQ,Wood/Wood Waste Biomass
Juniata Locomotive Shop,10302,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Keystone,3136,Mid-Atlantic,PA,"DFO, RC",Multiple
Keystone Fuels Terminal,8845,Mid-Atlantic,PA,--,--
Keystone Solar,58091,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Knouse Solar Project 1,57412,Mid-Atlantic,PA,SUN,Solar Photovoltaic
L&S Sweetners,58497,Mid-Atlantic,PA,LFG,Landfill Gas
Lackawanna Energy Center,60357,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Lake Lynn Hydro Station,6636,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Lakeview Gas Recovery,55074,Mid-Atlantic,PA,LFG,Landfill Gas
Lancaster County Resource Recovery,50859,Mid-Atlantic,PA,MSW,Municipal Solid Waste
Lanchester Generating Station,56850,Mid-Atlantic,PA,LFG,Landfill Gas
Laurel Hill Wind,57744,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Liberty Electric Power Plant,55231,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Limerick,6105,Mid-Atlantic,PA,NUC,Nuclear
Lincoln Financial Field,58231,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Locust Ridge,56470,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Locust Ridge II LLC,56770,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Longwood Gardens,57768,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Lookout Windpower LLC,56700,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Lower Mount Bethel Energy,55667,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Lycoming County,57582,Mid-Atlantic,PA,LFG,Landfill Gas
MF Mesa Lane LLC,56993,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Mahoning Creek Hydroelectric Project,58685,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Marcus Hook Energy LP,55801,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Marlboro Mushrooms Solar Field,59327,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Martin Limestone Solar Array,58443,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Masser Farms Realty Solar,57494,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Mehoopany Wind Energy LLC,57769,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Merck - Upper Gwynedd Solar Array,61198,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Meyersdale Battery,62444,Mid-Atlantic,PA,MWH,Batteries
"Meyersdale Windpower, LLC",56052,Mid-Atlantic,PA,WND,Onshore Wind Turbine
"Mid-River PA, LLC (ABE4)",64101,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Milan,58818,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Mill Run Windpower LLC,55805,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Mon Valley Works,50732,Mid-Atlantic,PA,BFG,Other Gases
Morgantown,60388,Mid-Atlantic,PA,LFG,Landfill Gas
Morgantown Solar Park,57362,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Moser Generating Station,3163,Mid-Atlantic,PA,DFO,Petroleum Liquids
Mount Joy Wire,62741,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Mountain,3111,Mid-Atlantic,PA,DFO,Petroleum Liquids
Mountain View,56687,Mid-Atlantic,PA,LFG,Landfill Gas
Moxie Freedom Generation Plant,59906,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Muddy Run,3164,Mid-Atlantic,PA,WAT,Hydroelectric Pumped Storage
Navy Yard Peaker Station,61737,Mid-Atlantic,PA,"MWH, NG",Multiple
New Castle Plant,3138,Mid-Atlantic,PA,"DFO, NG",Multiple
Newman (PA),54250,Mid-Atlantic,PA,NG,Natural Gas Steam Turbine
North Allegheny Windpower Project,56651,Mid-Atlantic,PA,WND,Onshore Wind Turbine
North Wales Diesel,64983,Mid-Atlantic,PA,DFO,Petroleum Liquids
Northampton Generating Company LP,50888,Mid-Atlantic,PA,WC,Conventional Steam Coal
Norther Tier Landfill,56890,Mid-Atlantic,PA,LFG,Landfill Gas
Ontelaunee Energy Center,55193,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Orchard Park,55997,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Orrtanna,3112,Mid-Atlantic,PA,DFO,Petroleum Liquids
Oxbow Creek,58714,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
PA Solar Park,57256,Mid-Atlantic,PA,SUN,Solar Photovoltaic
PA Solar Park II,63520,Mid-Atlantic,PA,SUN,Solar Photovoltaic
PG Solar 1,64874,Mid-Atlantic,PA,SUN,Solar Photovoltaic
PPG Monroeville Chemicals Center,58047,Mid-Atlantic,PA,DFO,Petroleum Liquids
PPL Frey Farm Landfill Wind,57182,Mid-Atlantic,PA,WND,Onshore Wind Turbine
PSEG- Kinder Morgan Coal Storage,8857,Mid-Atlantic,PA,--,--
PWD Northeast WPCP Biogas Cogen Plant,58326,Mid-Atlantic,PA,OBG,Other Waste Biomass
Panther Creek Energy Facility,50776,Mid-Atlantic,PA,WC,Conventional Steam Coal
Patton Wind Farm,57999,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Paxton Creek Cogeneration,50373,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Peach Bottom,3166,Mid-Atlantic,PA,NUC,Nuclear
Pennsbury,7690,Mid-Atlantic,PA,LFG,Landfill Gas
Phoenix Contact - CCHP Plant,62901,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Pickering Solar,58535,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Pine Grove,56690,Mid-Atlantic,PA,DFO,Petroleum Liquids
Piney,3124,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
"Pioneer Crossing Energy, LLC",56957,Mid-Atlantic,PA,LFG,Landfill Gas
Pittsburgh Airport Gas Plant,64873,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Pixelle Specialty Solutions LLC - Spring Grove Facility,50397,Mid-Atlantic,PA,"BIT, BLQ, NG",Multiple
Pocono Solar Project,57367,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Portland (PA),3113,Mid-Atlantic,PA,DFO,Petroleum Liquids
Procter & Gamble Mehoopany Mill,50463,Mid-Atlantic,PA,NG,Multiple
Richmond Generating Station,3168,Mid-Atlantic,PA,DFO,Petroleum Liquids
"Ringer Hill Wind Farm, LLC",60329,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Romark PA Solar,57465,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Roundtop,58715,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
SECCRA Community Landfill,56873,Mid-Atlantic,PA,LFG,Landfill Gas
Safe Harbor,3175,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Sandy Ridge Wind Farm,57285,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Schuylkill Generating Station,3169,Mid-Atlantic,PA,DFO,Petroleum Liquids
Scrubgrass Reclamation CO. LP.,50974,Mid-Atlantic,PA,WC,Conventional Steam Coal
Seneca Generation LLC,8225,Mid-Atlantic,PA,WAT,Multiple
Seward (PA),3130,Mid-Atlantic,PA,WC,Conventional Steam Coal
Shawnee (PA),3114,Mid-Atlantic,PA,DFO,Petroleum Liquids
Shawville,3131,Mid-Atlantic,PA,"DFO, NG",Multiple
Shell Chemical Appalachia LLC,58933,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Somerset Windpower LLC,55803,Mid-Atlantic,PA,WND,Onshore Wind Turbine
South Chestnut LLC,56796,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Southwark,3170,Mid-Atlantic,PA,DFO,Petroleum Liquids
Spring House,59056,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Springdale 1 & 2,55196,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
St Nicholas Cogen Project,54634,Mid-Atlantic,PA,WC,Conventional Steam Coal
Stony Creek Wind Farm LLC,56980,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Sunbury Generation LP,3152,Mid-Atlantic,PA,DFO,Petroleum Liquids
Susquehanna University Solar,61914,Mid-Atlantic,PA,SUN,Solar Photovoltaic
"TPE Pennsylvania Solar 1, LLC",62686,Mid-Atlantic,PA,SUN,Solar Photovoltaic
TalenEnergy Martins Creek,3148,Mid-Atlantic,PA,NG,Multiple
TalenEnergy Montour,3149,Mid-Atlantic,PA,BIT,Conventional Steam Coal
TalenEnergy Susquehanna,6103,Mid-Atlantic,PA,NUC,Nuclear
Temple SEGF,58897,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Temple Solar Arrays,60848,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Tenaska Westmoreland Generating Station,60464,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
Titus,3115,Mid-Atlantic,PA,DFO,Petroleum Liquids
Tolna,3116,Mid-Atlantic,PA,DFO,Petroleum Liquids
Townsend Hydro,10285,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Trexlertown Solar Array North and South,57519,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Tullytown,58250,Mid-Atlantic,PA,LFG,Landfill Gas
Twin Ridges Wind Farm,57998,Mid-Atlantic,PA,WND,Onshore Wind Turbine
University Park Solar,62119,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Vitro Architectural Glass (PA),58051,Mid-Atlantic,PA,DFO,Petroleum Liquids
Wallenpaupack,3153,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Warren,3132,Mid-Atlantic,PA,NG,Natural Gas Fired Combustion Turbine
Warrior Ridge Hydro,10152,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Waste Management Arden LFGTE,57014,Mid-Atlantic,PA,LFG,Landfill Gas
Waymart Wind,56001,Mid-Atlantic,PA,WND,Onshore Wind Turbine
West Campus Steam Plant,58194,Mid-Atlantic,PA,NG,Multiple
West Point (PA),52149,Mid-Atlantic,PA,"DFO, NG",Multiple
Westwood Generation LLC,50611,Mid-Atlantic,PA,WC,Conventional Steam Coal
Wheelabrator Falls,54746,Mid-Atlantic,PA,MSW,Municipal Solid Waste
Whitemarsh Central Utility Plant,56513,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
Whitetail Solar 1,62989,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Whitetail Solar 2,62990,Mid-Atlantic,PA,SUN,Solar Photovoltaic
Whitetail Solar 3,62991,Mid-Atlantic,PA,SUN,Solar Photovoltaic
William F Matson Generating Station,7128,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Wind Park Bear Creek,56299,Mid-Atlantic,PA,WND,Onshore Wind Turbine
Wolf Run Energy,61263,Mid-Atlantic,PA,NG,Natural Gas Internal Combustion Engine
York County Resource Recovery,50215,Mid-Atlantic,PA,MSW,Municipal Solid Waste
York Energy Center,55524,Mid-Atlantic,PA,NG,Natural Gas Fired Combined Cycle
York Haven,3117,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
Yough Hydro Power,52036,Mid-Atlantic,PA,WAT,Conventional Hydroelectric
6685 Santa Barbara Ct,64343,Mid-Atlantic,MD,SUN,Solar Photovoltaic
7448 Candlewood Road,64502,Mid-Atlantic,MD,SUN,Solar Photovoltaic
